Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026
AIJ-102328,Cloud Architect,Energy,Australia,High School,18,0.52,0.84,Yes,122680,Medium,15,38,Medium,Moderate,4.69,Yes,2.12,Growing
AIJ-102329,Blockchain Developer,Finance,Australia,High School,0,0.16,0.33,No,152221,Medium,39,50,Startup,Low,4.17,Yes,3.98,Declining
AIJ-102330,Healthcare Analyst,Energy,Singapore,PhD,8,0.86,0.76,Hybrid,184075,High,3,57,Startup,High,3.75,No,2.41,Growing
AIJ-102331,DevOps Engineer,Healthcare,India,Master,8,0.26,0.43,Yes,145577,High,35,57,Startup,High,4.03,No,4.62,Stable
AIJ-102332,Teacher,Retail,UAE,PhD,24,0.44,0.38,Yes,152642,Low,23,52,Startup,High,2.76,Yes,1.05,Stable
AIJ-102333,Cybersecurity Analyst,Manufacturing,Canada,Bachelor,3,0.23,0.52,No,202617,Medium,15,53,Startup,High,4.79,No,1.18,Declining
AIJ-102334,DevOps Engineer,Manufacturing,Singapore,Bachelor,24,0.69,0.3,Hybrid,126867,Low,25,56,Medium,Moderate,4.11,Yes,3.51,Stable
AIJ-102335,UX Designer,Energy,Australia,High School,16,0.55,0.35,Yes,82032,Medium,8,49,Enterprise,Moderate,4.99,Yes,3.42,Stable
AIJ-102336,IoT Specialist,Technology,UAE,High School,19,0.36,0.94,Yes,35808,Medium,35,46,Enterprise,Moderate,3.55,Yes,1.3,Declining
AIJ-102337,UX Designer,Manufacturing,India,High School,16,0.21,0.62,Yes,188046,Low,39,45,Enterprise,High,2.32,No,4.01,Growing
AIJ-102338,AI Engineer,Education,Japan,Master,21,0.87,0.38,Yes,64833,High,35,55,Startup,Moderate,3.53,No,2.79,Stable
AIJ-102339,Prompt Engineer,Technology,Germany,PhD,14,0.34,0.83,Yes,196994,Low,14,32,Medium,Low,4.92,No,2.12,Stable
AIJ-102340,Cybersecurity Analyst,Retail,Singapore,Bachelor,22,0.6,0.55,No,215803,High,5,43,Medium,High,3.03,No,3.11,Growing
AIJ-102341,Data Scientist,Healthcare,UAE,Master,24,0.4,0.41,Yes,132502,High,14,39,Startup,High,2.18,Yes,2.31,Growing
AIJ-102342,IoT Specialist,Transportation,UAE,PhD,10,0.52,0.69,No,175977,Low,-2,37,Medium,Moderate,4.29,No,2.38,Declining
AIJ-102343,DevOps Engineer,Manufacturing,UK,Bachelor,21,0.2,0.85,No,199048,Medium,13,42,Startup,Moderate,3.11,No,2.36,Stable
AIJ-102344,Healthcare Analyst,Education,Australia,Master,20,0.59,0.49,Yes,123855,Low,33,31,Enterprise,Moderate,3.31,No,2.03,Stable
AIJ-102345,Data Engineer,Transportation,Australia,Bachelor,14,0.69,0.96,Yes,47842,Medium,44,37,Enterprise,High,2.99,Yes,4.46,Growing
AIJ-102346,HR Specialist,Government,UAE,Bachelor,17,0.75,0.38,No,64459,Medium,7,57,Startup,Moderate,2.18,No,4.28,Growing
AIJ-102347,Data Engineer,Government,USA,PhD,12,0.68,0.9,Yes,192555,Medium,32,35,Medium,Low,2.92,No,1.41,Stable
AIJ-102348,Prompt Engineer,Finance,Canada,PhD,6,0.13,0.9,No,62137,Medium,44,32,Startup,High,3.58,No,1.79,Stable
AIJ-102349,Cloud Architect,Energy,UK,Master,23,0.41,0.53,Hybrid,218304,High,15,49,Enterprise,High,3.57,No,2.92,Stable
AIJ-102350,Machine Learning Engineer,Finance,India,PhD,12,0.33,0.65,Hybrid,194933,High,17,44,Startup,High,3.37,No,4.37,Declining
AIJ-102351,Machine Learning Engineer,Education,Pakistan,Bachelor,19,0.35,0.62,Hybrid,211365,Low,-9,55,Enterprise,Low,2.88,Yes,1.89,Stable
AIJ-102352,Cybersecurity Analyst,Manufacturing,Pakistan,Bachelor,5,0.95,0.58,Yes,55135,High,-3,56,Enterprise,Moderate,2.25,Yes,4.13,Declining
AIJ-102353,Business Analyst,Healthcare,Australia,Master,10,0.93,0.68,Yes,60662,High,2,36,Medium,Moderate,2.48,No,4.95,Declining
AIJ-102354,Robotics Engineer,Energy,UAE,Master,24,0.13,0.28,Hybrid,118420,Low,8,48,Enterprise,High,3.82,No,2.88,Declining
AIJ-102355,Financial Analyst,Media,Germany,Bachelor,1,0.44,0.72,Yes,63016,Medium,41,59,Startup,Moderate,2.92,No,4.22,Declining
AIJ-102356,Robotics Engineer,Retail,Japan,High School,0,0.26,0.7,Hybrid,108721,Medium,2,54,Startup,Moderate,4.58,Yes,3.26,Growing
AIJ-102357,Software Developer,Government,Japan,Bachelor,24,0.18,0.98,Yes,107208,Low,29,56,Startup,Moderate,3.34,Yes,3.57,Growing
AIJ-102358,Product Manager,Transportation,UK,High School,3,0.1,0.66,Yes,84276,Low,3,46,Startup,High,3.78,Yes,3.35,Growing
AIJ-102359,Financial Analyst,Government,Pakistan,Master,15,0.75,0.95,No,207619,Low,17,47,Startup,High,3.88,No,3.05,Declining
AIJ-102360,UX Designer,Energy,Singapore,High School,2,0.83,0.46,Hybrid,212710,Low,-3,56,Medium,Low,4.75,No,1,Stable
AIJ-102361,HR Specialist,Manufacturing,Japan,Bachelor,18,0.16,0.98,Yes,99747,High,20,49,Enterprise,Low,3.79,Yes,3.41,Declining
AIJ-102362,HR Specialist,Finance,USA,Master,18,0.63,0.45,No,213332,High,30,36,Medium,Low,4.7,Yes,4.56,Declining
AIJ-102363,DevOps Engineer,Technology,Japan,PhD,9,0.85,0.85,Yes,86803,High,9,41,Enterprise,Low,3.97,No,1.83,Declining
AIJ-102364,Data Scientist,Manufacturing,Germany,Bachelor,25,0.38,0.46,No,195336,Medium,37,35,Medium,High,4.97,Yes,4.46,Stable
AIJ-102365,Prompt Engineer,Government,Germany,Bachelor,22,0.35,0.48,No,55498,Low,43,40,Enterprise,Moderate,4.27,No,1.4,Growing
AIJ-102366,Cybersecurity Analyst,Energy,Australia,PhD,14,0.05,0.61,Hybrid,181823,Low,29,57,Enterprise,Moderate,2.47,No,3.71,Stable
AIJ-102367,Product Manager,Government,UK,Master,24,0.18,0.21,Hybrid,164945,High,10,45,Enterprise,Low,3.83,Yes,1.77,Declining
AIJ-102368,Data Engineer,Energy,Japan,Master,16,0.12,0.24,No,174645,Low,34,31,Medium,Moderate,3.56,Yes,4.22,Stable
AIJ-102369,Data Engineer,Healthcare,Germany,PhD,2,0.06,0.25,No,48847,Low,-10,31,Medium,High,4.46,No,3.91,Declining
AIJ-102370,Healthcare Analyst,Finance,Pakistan,Master,7,0.84,0.66,Hybrid,207834,High,14,34,Medium,Moderate,3.29,No,2.08,Declining
AIJ-102371,UX Designer,Healthcare,UAE,PhD,3,0.17,0.46,Yes,184353,Low,44,39,Enterprise,Low,2.47,Yes,3.4,Growing
AIJ-102372,HR Specialist,Retail,Singapore,High School,22,0.4,0.82,Hybrid,217263,Low,-10,32,Startup,Low,4.13,Yes,4.91,Declining
AIJ-102373,Blockchain Developer,Education,UK,Bachelor,17,0.35,0.49,Hybrid,132287,High,41,36,Medium,High,2.92,No,1.96,Stable
AIJ-102374,Business Analyst,Media,Japan,High School,10,0.65,0.71,Hybrid,112256,High,13,30,Enterprise,High,4.91,Yes,3.1,Declining
AIJ-102375,Product Manager,Transportation,UK,PhD,9,0.49,0.27,Yes,213538,Low,43,60,Medium,High,2.24,No,3.96,Growing
AIJ-102376,Financial Analyst,Finance,Japan,PhD,8,0.13,0.45,Yes,123661,High,10,34,Startup,Low,3.45,Yes,3.21,Declining
AIJ-102377,Teacher,Healthcare,UAE,Bachelor,12,0.1,0.33,No,70610,Low,31,50,Startup,High,2.79,Yes,2.25,Stable
AIJ-102378,Financial Analyst,Education,USA,Bachelor,1,0.91,0.88,Yes,65962,Medium,44,32,Startup,Low,2.05,Yes,1.84,Stable
AIJ-102379,Data Scientist,Manufacturing,Pakistan,Bachelor,23,0.47,0.58,Yes,207704,Medium,20,30,Enterprise,Low,3.28,No,3.25,Stable
AIJ-102380,Cybersecurity Analyst,Healthcare,Germany,Master,0,0.58,0.71,No,110142,High,17,55,Medium,High,3.87,No,1.67,Stable
AIJ-102381,Robotics Engineer,Transportation,Pakistan,High School,21,0.45,0.92,No,191469,High,1,34,Startup,Low,2.2,No,4.26,Declining
AIJ-102382,Software Developer,Education,Singapore,High School,25,0.7,0.39,No,218150,Low,3,33,Medium,Low,3.29,No,3.95,Growing
AIJ-102383,HR Specialist,Manufacturing,Canada,High School,3,0.49,0.29,No,168163,Medium,24,58,Medium,Low,2.72,Yes,4.65,Stable
AIJ-102384,Business Analyst,Energy,UK,Master,10,0.06,0.52,Hybrid,64138,High,36,39,Enterprise,Moderate,4.22,Yes,2.78,Stable
AIJ-102385,Blockchain Developer,Healthcare,Canada,PhD,16,0.65,0.48,No,211852,High,9,38,Startup,Low,2.47,No,4.3,Growing
AIJ-102386,Prompt Engineer,Energy,USA,Master,9,0.45,0.85,Hybrid,136434,Medium,40,53,Medium,Low,2.36,Yes,2.63,Growing
AIJ-102387,DevOps Engineer,Transportation,Singapore,Master,11,0.79,0.57,Hybrid,184172,Low,19,58,Startup,High,4.96,Yes,3.56,Growing
AIJ-102388,Healthcare Analyst,Retail,Pakistan,Master,21,0.34,0.43,No,85999,High,19,50,Startup,High,3.38,Yes,2.9,Stable
AIJ-102389,Cybersecurity Analyst,Transportation,Germany,High School,24,0.92,0.22,No,35166,Low,-1,45,Startup,Moderate,3.76,Yes,3.55,Growing
AIJ-102390,Machine Learning Engineer,Manufacturing,Canada,PhD,15,0.38,0.47,No,199275,High,24,41,Medium,Moderate,2.47,No,2.23,Declining
AIJ-102391,Machine Learning Engineer,Finance,USA,Master,2,0.72,0.82,Yes,36205,Medium,8,58,Enterprise,Moderate,2.13,Yes,2.5,Declining
AIJ-102392,Digital Marketer,Transportation,UK,Master,1,0.43,0.69,Yes,148335,High,5,35,Startup,High,3.72,No,3.88,Growing
AIJ-102393,Prompt Engineer,Government,Australia,High School,21,0.05,0.78,Hybrid,40925,Medium,24,46,Medium,Moderate,4.01,Yes,1.87,Stable
AIJ-102394,Data Engineer,Government,Australia,PhD,12,0.77,0.74,Hybrid,38699,Low,9,31,Medium,Low,2.73,Yes,1.39,Stable
AIJ-102395,HR Specialist,Energy,USA,Master,16,0.59,0.57,No,76879,Medium,4,32,Medium,High,4.39,No,4.6,Declining
AIJ-102396,Blockchain Developer,Transportation,UK,Bachelor,4,0.25,0.82,Hybrid,41862,Medium,6,49,Enterprise,Moderate,4.74,Yes,3.94,Stable
AIJ-102397,IoT Specialist,Media,UAE,Bachelor,16,0.75,0.98,Hybrid,211129,Low,-3,33,Startup,Low,2.1,No,1.69,Growing
AIJ-102398,Blockchain Developer,Transportation,Pakistan,High School,8,0.88,0.33,No,85148,High,41,30,Medium,High,2.73,Yes,2.06,Growing
AIJ-102399,Cloud Architect,Energy,Pakistan,Master,20,0.88,0.76,No,139607,Low,19,48,Startup,Low,3.98,No,1.22,Declining
AIJ-102400,Prompt Engineer,Healthcare,USA,Bachelor,19,0.72,0.23,No,154146,High,38,50,Enterprise,Moderate,2.79,Yes,3.35,Declining
AIJ-102401,AI Engineer,Manufacturing,USA,Bachelor,10,0.2,0.72,No,150167,Low,5,60,Medium,Low,4.94,No,2.59,Stable
AIJ-102402,Cybersecurity Analyst,Government,Japan,High School,12,0.86,0.48,No,52654,Medium,36,37,Startup,Low,4.02,No,3.42,Declining
AIJ-102403,Machine Learning Engineer,Transportation,UK,High School,12,0.15,0.47,Hybrid,216495,Medium,-2,54,Startup,Low,4.64,Yes,4.7,Declining
AIJ-102404,IoT Specialist,Energy,Pakistan,PhD,5,0.48,0.93,Yes,52711,High,6,57,Medium,High,4.69,Yes,2.74,Declining
AIJ-102405,IoT Specialist,Media,Germany,PhD,20,0.51,0.78,Yes,80988,Medium,43,50,Enterprise,Low,4.56,No,3.09,Stable
AIJ-102406,AI Engineer,Technology,USA,Bachelor,25,0.58,0.53,Yes,92542,Medium,13,30,Enterprise,Low,4.08,Yes,2.12,Declining
AIJ-102407,Software Developer,Healthcare,Germany,PhD,9,0.25,0.83,No,99432,Low,21,56,Enterprise,Low,3.74,Yes,3.74,Growing
AIJ-102408,Digital Marketer,Education,Australia,Bachelor,4,0.42,0.89,No,190102,Low,33,45,Startup,High,2.26,No,3.45,Declining
AIJ-102409,Data Engineer,Technology,India,High School,19,0.79,0.22,Yes,170053,Low,15,53,Startup,Moderate,2.44,No,4.11,Stable
AIJ-102410,Software Developer,Transportation,UK,Bachelor,4,0.28,0.51,Yes,90966,Medium,12,37,Startup,Moderate,2.15,Yes,2.57,Growing
AIJ-102411,Healthcare Analyst,Healthcare,Australia,High School,17,0.14,0.76,No,133450,Low,39,60,Medium,High,4.35,Yes,1.9,Growing
AIJ-102412,Prompt Engineer,Retail,UAE,High School,21,0.81,0.71,Yes,136457,High,-5,36,Startup,High,2.01,Yes,1.77,Growing
AIJ-102413,DevOps Engineer,Education,Australia,Master,25,0.35,0.49,Yes,44213,Medium,19,58,Enterprise,Moderate,3.95,No,2.42,Growing
AIJ-102414,Business Analyst,Energy,India,Master,18,0.42,0.79,Hybrid,66152,High,40,55,Medium,High,2.31,No,1.94,Growing
AIJ-102415,DevOps Engineer,Finance,Australia,Bachelor,3,0.93,0.43,No,57154,Medium,20,54,Medium,High,4.7,Yes,1.72,Declining
AIJ-102416,Business Analyst,Media,Canada,High School,7,0.69,0.67,No,155717,Medium,3,33,Medium,Moderate,2.3,Yes,3.36,Stable
AIJ-102417,Cloud Architect,Technology,India,Master,6,0.71,0.39,Hybrid,154244,Medium,-5,60,Startup,Moderate,3.95,Yes,4.94,Growing
AIJ-102418,Prompt Engineer,Education,Germany,Master,8,0.66,0.7,No,46910,High,-5,52,Medium,Moderate,4.6,Yes,1.97,Growing
AIJ-102419,Software Developer,Technology,Australia,Bachelor,18,0.77,0.63,Hybrid,66894,High,36,38,Medium,High,4.06,Yes,4.72,Stable
AIJ-102420,Product Manager,Healthcare,Australia,Bachelor,11,0.93,0.8,No,204013,High,28,36,Startup,Moderate,2.97,No,2.35,Declining
AIJ-102421,Prompt Engineer,Healthcare,Australia,High School,13,0.25,0.57,Yes,106228,Medium,7,37,Startup,Moderate,4.05,No,4.01,Growing
AIJ-102422,DevOps Engineer,Government,Pakistan,Bachelor,25,0.5,0.41,Yes,31064,Low,-4,44,Enterprise,High,2.91,Yes,3.65,Stable
AIJ-102423,Teacher,Education,Canada,High School,20,0.3,0.64,No,74486,Medium,25,59,Enterprise,Moderate,2.94,No,3.76,Stable
AIJ-102424,Healthcare Analyst,Manufacturing,USA,Master,12,0.36,0.89,Yes,148764,Medium,-3,39,Enterprise,Low,3.62,No,1.2,Growing
AIJ-102425,AI Engineer,Government,India,High School,8,0.45,0.85,Yes,195742,Medium,32,54,Startup,High,3.06,Yes,2.63,Growing
AIJ-102426,Machine Learning Engineer,Education,Canada,Bachelor,4,0.63,0.33,Hybrid,167062,High,17,45,Enterprise,Low,4.68,No,1.81,Stable
AIJ-102427,HR Specialist,Finance,UK,Master,22,0.51,0.6,Hybrid,132710,High,7,37,Medium,High,3.22,No,2.62,Growing
AIJ-102428,Healthcare Analyst,Government,Pakistan,Master,6,0.44,0.88,Hybrid,196965,Medium,13,55,Startup,Moderate,4,No,3.01,Growing
AIJ-102429,Software Developer,Media,Pakistan,Master,22,0.77,0.68,Hybrid,151036,Medium,-3,44,Enterprise,Low,4.1,No,4.65,Declining
AIJ-102430,HR Specialist,Energy,UAE,PhD,4,0.37,0.44,No,38696,Low,25,60,Medium,Moderate,2.79,No,1.09,Stable
AIJ-102431,Prompt Engineer,Education,USA,PhD,25,0.38,0.93,Hybrid,142985,Medium,26,55,Enterprise,Moderate,2.96,Yes,3.33,Stable
AIJ-102432,DevOps Engineer,Healthcare,Pakistan,High School,8,0.79,0.96,Yes,103528,High,37,32,Medium,Low,3.54,Yes,1.56,Growing
AIJ-102433,Financial Analyst,Technology,Canada,High School,9,0.08,0.34,No,210422,Medium,33,56,Medium,Low,3.85,Yes,3.83,Stable
AIJ-102434,IoT Specialist,Manufacturing,UAE,Master,10,0.67,0.22,No,190745,High,8,39,Startup,Moderate,2.7,Yes,4.29,Declining
AIJ-102435,AI Engineer,Media,UK,Master,2,0.24,0.43,Yes,82384,Low,-3,43,Startup,Moderate,3.99,No,3.65,Growing
AIJ-102436,Cloud Architect,Transportation,UAE,Bachelor,6,0.56,0.89,No,106194,High,33,50,Startup,High,3.89,No,1.44,Growing
AIJ-102437,Business Analyst,Government,UK,Bachelor,2,0.39,0.21,Hybrid,143726,Medium,19,50,Enterprise,High,2.34,Yes,3.65,Declining
AIJ-102438,IoT Specialist,Technology,UK,Master,14,0.85,0.99,Hybrid,208238,Medium,5,55,Medium,Moderate,2.93,Yes,4.61,Growing
AIJ-102439,HR Specialist,Energy,UK,Master,25,0.22,0.51,Yes,185145,High,0,37,Enterprise,High,2.79,Yes,1.23,Declining
AIJ-102440,Business Analyst,Government,Pakistan,PhD,4,0.09,0.71,Hybrid,201677,Medium,29,37,Enterprise,Moderate,2.71,Yes,1.1,Growing
AIJ-102441,Business Analyst,Retail,Singapore,High School,5,0.45,0.97,Hybrid,113875,Medium,26,42,Medium,High,3.85,Yes,1.94,Growing
AIJ-102442,Financial Analyst,Retail,India,Master,17,0.07,0.2,No,59334,Medium,28,34,Startup,Moderate,2.81,No,1.42,Growing
AIJ-102443,Teacher,Technology,UK,Master,24,0.64,0.56,No,191308,High,30,49,Enterprise,Low,3.72,Yes,4.84,Declining
AIJ-102444,Product Manager,Healthcare,USA,Bachelor,24,0.1,0.71,Hybrid,64403,Medium,1,49,Medium,Moderate,2.98,No,4.54,Declining
AIJ-102445,DevOps Engineer,Education,Germany,High School,25,0.63,0.59,Yes,189186,Low,12,33,Medium,Moderate,3.29,Yes,1.47,Declining
AIJ-102446,Financial Analyst,Media,UK,Master,12,0.24,0.49,No,217966,Medium,0,32,Enterprise,Low,3.79,No,4.38,Declining
AIJ-102447,Business Analyst,Transportation,Singapore,Bachelor,11,0.88,0.8,No,142091,Medium,39,46,Medium,High,3.29,No,4.98,Stable
AIJ-102448,AI Engineer,Energy,UAE,PhD,8,0.34,0.64,No,125775,Low,-4,41,Enterprise,High,2.02,Yes,4.49,Stable
AIJ-102449,IoT Specialist,Government,Pakistan,High School,23,0.43,0.5,Hybrid,190001,Low,40,54,Medium,High,3.19,Yes,3.77,Growing
AIJ-102450,Blockchain Developer,Manufacturing,USA,Bachelor,0,0.69,0.28,Hybrid,67281,High,0,35,Medium,Low,2.33,Yes,3.24,Declining
AIJ-102451,Cloud Architect,Retail,Singapore,PhD,8,0.39,0.46,Hybrid,218465,Medium,30,32,Medium,High,2.29,No,2.1,Growing
AIJ-102452,Product Manager,Retail,Japan,High School,13,0.62,0.88,Hybrid,116899,Medium,4,60,Medium,High,3.94,No,1.57,Growing
AIJ-102453,Robotics Engineer,Government,UAE,Bachelor,24,0.09,0.63,Yes,160164,Low,-5,39,Enterprise,Moderate,2.72,No,4.4,Growing
AIJ-102454,Teacher,Energy,Canada,PhD,20,0.3,0.99,No,114469,Low,-9,57,Enterprise,Moderate,3.85,No,4.11,Declining
AIJ-102455,Product Manager,Retail,Canada,Bachelor,17,0.06,0.44,Hybrid,34376,Medium,10,38,Enterprise,Low,4.5,No,1.7,Stable
AIJ-102456,AI Engineer,Government,Germany,PhD,11,0.35,0.9,No,188916,Medium,-10,56,Medium,High,4.99,Yes,4.95,Growing
AIJ-102457,UX Designer,Media,Germany,PhD,19,0.38,0.28,No,172075,Medium,27,56,Medium,High,4.91,No,2.85,Declining
AIJ-102458,UX Designer,Government,USA,PhD,0,0.15,0.5,Hybrid,177679,High,1,45,Medium,Low,2.06,Yes,3.85,Stable
AIJ-102459,HR Specialist,Healthcare,Pakistan,PhD,6,0.38,0.66,Hybrid,130595,Medium,28,38,Startup,High,3.04,No,1.8,Stable
AIJ-102460,Product Manager,Transportation,USA,High School,17,0.54,0.57,Hybrid,215266,Low,30,55,Enterprise,High,4.57,Yes,1.48,Declining
AIJ-102461,UX Designer,Healthcare,UAE,High School,21,0.23,0.41,No,73627,Low,-1,45,Enterprise,Moderate,4.32,No,1.96,Growing
AIJ-102462,Software Developer,Finance,USA,Master,9,0.21,0.24,Hybrid,163035,Medium,32,56,Enterprise,Low,4.58,Yes,3.41,Growing
AIJ-102463,Robotics Engineer,Finance,Pakistan,High School,0,0.48,0.83,Hybrid,39014,High,1,46,Medium,Low,2.4,Yes,2.99,Growing
AIJ-102464,Business Analyst,Retail,USA,Bachelor,1,0.26,0.59,No,102291,High,32,45,Enterprise,Low,3,Yes,2.99,Declining
AIJ-102465,AI Engineer,Healthcare,Pakistan,Bachelor,19,0.42,0.33,Hybrid,72533,Medium,29,43,Enterprise,Moderate,5,No,1.7,Declining
AIJ-102466,UX Designer,Technology,UAE,PhD,13,0.51,0.95,No,64791,High,30,50,Medium,High,4.45,No,1.61,Growing
AIJ-102467,UX Designer,Retail,Japan,PhD,17,0.62,0.28,Hybrid,92867,High,10,30,Enterprise,Low,4.46,Yes,4.37,Growing
AIJ-102468,Blockchain Developer,Finance,Pakistan,Master,14,0.87,0.66,Yes,185660,High,38,31,Medium,Moderate,2.75,No,4.97,Growing
AIJ-102469,UX Designer,Energy,Pakistan,High School,9,0.26,0.4,No,30496,Medium,9,43,Enterprise,Moderate,3.45,Yes,4.19,Growing
AIJ-102470,Robotics Engineer,Energy,Pakistan,High School,17,0.73,0.62,Hybrid,133259,Low,-9,38,Startup,Low,3.43,No,1.62,Declining
AIJ-102471,Business Analyst,Transportation,UAE,PhD,4,0.36,0.62,Hybrid,191283,Medium,37,33,Medium,Moderate,4.51,Yes,2.03,Declining
AIJ-102472,Machine Learning Engineer,Education,UAE,Bachelor,1,0.14,0.43,No,66030,Medium,-6,49,Medium,Moderate,2.65,No,1.2,Growing
AIJ-102473,Data Engineer,Media,UAE,PhD,6,0.26,0.92,Yes,188369,Medium,0,33,Startup,High,3.02,Yes,4.87,Stable
AIJ-102474,Financial Analyst,Healthcare,USA,Master,24,0.9,0.62,Hybrid,103701,High,35,52,Enterprise,High,4.92,Yes,3.11,Declining
AIJ-102475,Data Scientist,Energy,India,Bachelor,6,0.55,0.43,Hybrid,198434,High,37,50,Medium,Moderate,2.56,No,1.78,Stable
AIJ-102476,Business Analyst,Finance,India,Bachelor,8,0.1,0.93,Yes,178139,High,39,56,Startup,Low,3.84,Yes,3.72,Stable
AIJ-102477,Product Manager,Transportation,UK,Master,8,0.17,0.71,No,30996,High,5,56,Enterprise,High,2.09,No,1.48,Declining
AIJ-102478,DevOps Engineer,Government,Canada,High School,4,0.61,0.63,No,184154,Low,26,46,Enterprise,Low,3.41,Yes,4.99,Stable
AIJ-102479,Software Developer,Media,Germany,High School,2,0.57,0.84,Hybrid,123234,Medium,21,46,Enterprise,Moderate,2.32,No,2.43,Declining
AIJ-102480,Software Developer,Transportation,UAE,PhD,1,0.39,0.43,Yes,35463,High,45,34,Startup,Low,3.17,No,4.37,Stable
AIJ-102481,Financial Analyst,Transportation,India,Bachelor,18,0.24,0.88,No,170887,High,5,47,Medium,Moderate,4.91,Yes,3.98,Growing
AIJ-102482,Cloud Architect,Finance,Japan,High School,17,0.25,0.24,Yes,76231,Low,16,36,Medium,Low,2.99,Yes,1.37,Growing
AIJ-102483,Data Scientist,Manufacturing,USA,PhD,25,0.19,0.32,No,145516,High,8,47,Enterprise,Low,4.03,Yes,4.46,Declining
AIJ-102484,UX Designer,Transportation,Australia,Bachelor,25,0.91,0.8,Yes,206266,Medium,28,32,Medium,Moderate,3.06,Yes,1.83,Stable
AIJ-102485,DevOps Engineer,Energy,UAE,PhD,23,0.89,0.55,Yes,97013,Low,16,59,Enterprise,Moderate,3.17,No,2.22,Stable
AIJ-102486,Machine Learning Engineer,Technology,Pakistan,PhD,8,0.9,0.8,Yes,107134,Medium,8,49,Medium,High,2.16,No,1.92,Declining
AIJ-102487,Cybersecurity Analyst,Healthcare,Australia,High School,3,0.51,0.58,No,88226,Medium,44,40,Startup,High,3.81,Yes,4.71,Declining
AIJ-102488,Business Analyst,Transportation,Japan,High School,22,0.36,0.73,Hybrid,98449,Medium,43,47,Startup,High,4.41,Yes,2.35,Growing
AIJ-102489,Financial Analyst,Government,UAE,PhD,8,0.34,0.7,Yes,147527,Medium,36,39,Startup,High,3.74,Yes,3.92,Stable
AIJ-102490,HR Specialist,Transportation,Singapore,Master,1,0.48,0.52,Hybrid,97060,Medium,23,57,Enterprise,Moderate,4.72,No,4.71,Stable
AIJ-102491,Blockchain Developer,Media,Japan,Master,11,0.53,0.63,Yes,135920,Low,44,60,Enterprise,Low,4.04,Yes,4.21,Stable
AIJ-102492,Software Developer,Government,Pakistan,PhD,6,0.45,0.28,No,32213,Low,41,54,Enterprise,Moderate,3.05,Yes,2.46,Declining
AIJ-102493,Robotics Engineer,Retail,Australia,Master,25,0.25,0.7,Yes,47065,High,20,35,Enterprise,High,4.49,No,1.28,Declining
AIJ-102494,Digital Marketer,Finance,Singapore,Master,1,0.91,0.51,Yes,218748,Low,19,32,Startup,Low,4.25,No,1.11,Stable
AIJ-102495,Blockchain Developer,Transportation,Germany,PhD,6,0.8,0.67,Hybrid,174674,Low,16,55,Enterprise,Low,3.34,Yes,2.96,Stable
AIJ-102496,Blockchain Developer,Transportation,India,High School,0,0.92,0.7,Hybrid,200869,High,19,31,Startup,High,2.65,No,3.52,Growing
AIJ-102497,Blockchain Developer,Technology,USA,PhD,1,0.52,0.47,Yes,93877,Low,-10,59,Startup,Low,2.4,Yes,1.68,Stable
AIJ-102498,Data Engineer,Healthcare,Australia,Bachelor,25,0.72,0.3,No,50094,High,27,33,Startup,Moderate,4.75,No,3.46,Stable
AIJ-102499,Digital Marketer,Finance,Singapore,Bachelor,23,0.6,0.26,Yes,141554,Medium,-3,48,Medium,Moderate,4.32,No,3.03,Stable
AIJ-102500,Data Scientist,Finance,Pakistan,Master,9,0.15,0.91,Hybrid,157056,Medium,10,40,Startup,Low,4.12,Yes,4.6,Declining
AIJ-102501,Healthcare Analyst,Technology,UK,Master,4,0.68,0.95,No,191923,High,39,34,Medium,Low,2.74,No,1.72,Declining
AIJ-102502,Data Scientist,Energy,Canada,Bachelor,19,0.92,0.32,Hybrid,70519,Low,-10,37,Startup,High,3.25,No,4.33,Stable
AIJ-102503,Business Analyst,Government,USA,High School,9,0.72,0.64,Hybrid,160809,Medium,4,31,Enterprise,High,4.74,No,2.57,Stable
AIJ-102504,Robotics Engineer,Government,Japan,High School,20,0.69,0.87,Yes,200588,Medium,40,52,Medium,Low,4.95,No,4.29,Growing
AIJ-102505,Cloud Architect,Education,UAE,High School,11,0.87,0.47,Yes,151062,Medium,0,44,Enterprise,High,3.75,Yes,3.08,Stable
AIJ-102506,Data Engineer,Retail,UK,PhD,9,0.39,0.96,Hybrid,97386,Medium,17,52,Medium,Moderate,3.88,Yes,1.76,Growing
AIJ-102507,Healthcare Analyst,Government,India,Master,6,0.81,0.38,Hybrid,138977,High,1,36,Startup,Low,2.92,No,3.89,Declining
AIJ-102508,Financial Analyst,Transportation,Pakistan,Master,19,0.74,0.67,Hybrid,138892,Low,32,30,Startup,High,3.84,Yes,1.45,Declining
AIJ-102509,Robotics Engineer,Healthcare,Canada,High School,11,0.46,0.97,Hybrid,56030,High,-4,50,Medium,Low,2.64,No,1.97,Stable
AIJ-102510,Healthcare Analyst,Technology,Japan,High School,12,0.54,0.89,Yes,136171,High,18,58,Enterprise,Moderate,2.07,No,4.28,Growing
